"id","year","major_head","estimate_type","major_category","minor_category","sub_category","amount"
1372,"2021-2022","045","Actual","Other Taxes and Duties on Commodities and Services","Other Taxes","Salt ",3835.72
1373,"2021-2022","710","Actual","Taxes of Union Territories","Land Revenue","Salt ",9.93
1374,"2021-2022","710","Actual","Taxes of Union Territories","Stamps and Registration","Salt ",301.33
1375,"2021-2022","710","Actual","Taxes of Union Territories","State Excise Duties","Salt ",1223.94
1376,"2021-2022","710","Actual","Taxes of Union Territories","Sales Tax","Salt ",1329.41
1377,"2021-2022","710","Actual","Taxes of Union Territories","Taxes on Vehicles","Salt ",323.29
1378,"2021-2022","710","Actual","Taxes of Union Territories","Taxes on goods and passengers","Salt ",9.33
1379,"2021-2022","710","Actual","Taxes of Union Territories","Taxes and Duties on Electricity","Salt ",22.88
1380,"2021-2022","710","Actual","Taxes of Union Territories","Other Taxes and Duties","Salt ",4.88
1381,"2021-2022","007","Actual","Taxes of Union Territories","Union Territories  Goods and Services Tax (UTGST)","Salt ",4298.94
1382,"2021-2022","037","Actual","Less-NCCD transferred to the National Disaster Response Fund","NCCD (Customs)","Salt ",-880.0
1383,"2021-2022","038","Actual","Less-NCCD transferred to the National Disaster Response Fund","NCCD (Union Excise)","Salt ",-5250.0
1384,"2021-2022","030","Actual","Taxes on Property Capital and other Transactions","Stamps Duty and Registration Fees","Stamps Duty Judicial - Court Fees released in Stamps ",0.46
1385,"2022-2023","020","Budget","Corporation Tax","Penalties","None",""
1386,"2022-2023","020","Budget","Corporation Tax","Interest Recoveries","None",""
1387,"2022-2023","020","Budget","Corporation Tax","Tax on Discounted Profits of Domestic Companies","None",""
1388,"2022-2023","020","Budget","Corporation Tax","Tax on Distributed Income to Unit Holders","None",""
1389,"2022-2023","020","Budget","Corporation Tax","Miscellaneous Receipts","None",""
1390,"2022-2023","021","Budget","Taxes on Income","Penalties","None",""
1391,"2022-2023","021","Budget","Taxes on Income","Interest Recoveries","None",""
1392,"2022-2023","021","Budget","Taxes on Income","Tax Under Black Money","None",""
1393,"2022-2023","021","Budget","Taxes on Income","Miscellaneous Receipts","None",""
1394,"2022-2023","023","Budget","Taxes on Income","Hotel Receipts Tax","None",""
1395,"2022-2023","024","Budget","Taxes on Income","Interest Tax","None",""
1396,"2022-2023","026","Budget","Taxes on Income","Fringe Benefit Tax","None",""
1397,"2022-2023","028","Budget","Taxes on Income","Other Taxes on Income and Expenditure","Expenditure Tax ",""
1398,"2022-2023","028","Budget","Taxes on Income","Other Taxes on Income and Expenditure","Income Declaration Scheme, 2016 ",""
1399,"2022-2023","028","Budget","Taxes on Income","Other Taxes on Income and Expenditure","Other Receipts ",""
1400,"2022-2023","028","Budget","Taxes on Income","Krishi Kalyan Cess","Other Receipts ",""
1401,"2022-2023","028","Budget","Taxes on Income","Taxation and Investment Regime for PM Garib Kalyan Yojana 2016","Other Receipts ",""
1402,"2022-2023","031","Budget","Wealth Tax","Estate Duty","Other Receipts ",""
1403,"2022-2023","032","Budget","Wealth Tax","Taxes on Wealth","Other Receipts ",""
1404,"2022-2023","036","Budget","Commodity Transaction Tax","Collections under Commodity Transaction Tax","Other Receipts ",""
1405,"2022-2023","036","Budget","Commodity Transaction Tax","Gold Monetization Scheme","Other Receipts ",""
1406,"2022-2023","037","Budget","Customs","Import Duties","Basic Duties (including through Debit of Scrips) ",180600.0
1407,"2022-2023","037","Budget","Customs","Import Duties","Additional Duty on Customs(CVD) ",""
1408,"2022-2023","037","Budget","Customs","Import Duties","Primary Education Cess ",""
1409,"2022-2023","037","Budget","Customs","Import Duties","Secondary and Higher Education Cess ",""
1410,"2022-2023","037","Budget","Customs","Other Receipts","Agriculture Infrastructure and Development Cess (AIDC) ",""
1411,"2022-2023","037","Budget","Customs","Sale of Gold by Public Auction","Agriculture Infrastructure and Development Cess (AIDC) ",""
1412,"2022-2023","037","Budget","Customs","Sale Proceeds of Confiscated Goods","Agriculture Infrastructure and Development Cess (AIDC) ",""
1413,"2022-2023","037","Budget","Customs","Customs Duty on Gold","Agriculture Infrastructure and Development Cess (AIDC) ",""
1414,"2022-2023","037","Budget","Customs","Receipt of advance payment of Assesses","Agriculture Infrastructure and Development Cess (AIDC) ",""
1415,"2022-2023","037","Budget","Customs","Safeguard Duty","Agriculture Infrastructure and Development Cess (AIDC) ",""
1416,"2022-2023","037","Budget","Customs","Road and Infrastructure Cess","Agriculture Infrastructure and Development Cess (AIDC) ",""
1417,"2022-2023","037","Budget","Customs","Anti-dumping Duty","Agriculture Infrastructure and Development Cess (AIDC) ",""
1418,"2022-2023","038","Budget","Union Excise Duties","Additional Duty of Excise on Motor Spirit","Agriculture Infrastructure and Development Cess (AIDC) ",""
1419,"2022-2023","038","Budget","Union Excise Duties","Additional Duty of Excise on High Speed Diesel Oil","Agriculture Infrastructure and Development Cess (AIDC) ",""
1420,"2022-2023","038","Budget","Union Excise Duties","Special Additional Excise Duties","Agriculture Infrastructure and Development Cess (AIDC) ",95750.0
1421,"2022-2023","038","Budget","Union Excise Duties","Special Additional Duty of Excise on Tobacco Products","Agriculture Infrastructure and Development Cess (AIDC) ",""
1422,"2022-2023","038","Budget","Union Excise Duties","Cesses administrated by Department of Revenue","Primary Education Cess ",""
1423,"2022-2023","038","Budget","Union Excise Duties","Cesses administrated by Department of Revenue","Secondary & Higher Education Cess ",""
1424,"2022-2023","038","Budget","Union Excise Duties","Cesses administrated by Department of Revenue","Cess on Bidi ",""
1425,"2022-2023","038","Budget","Union Excise Duties","Cesses administrated by Department of Revenue","Cess on Sugar ",""
1426,"2022-2023","038","Budget","Union Excise Duties","Cesses administrated by Department of Revenue","Cess on Automobiles ",""
1427,"2022-2023","038","Budget","Union Excise Duties","Cesses administrated by Department of Revenue","Others ",""
1428,"2022-2023","038","Budget","Union Excise Duties","Cesses administrated by Department of Revenue","Clean Environment Cess ",""
1429,"2022-2023","038","Budget","Union Excise Duties","Cesses administered by Other Departments","Rubber ",""
1430,"2022-2023","038","Budget","Union Excise Duties","Cesses administered by Other Departments","Jute ",""
1431,"2022-2023","038","Budget","Union Excise Duties","Cesses administered by Other Departments","Tea ",""
1432,"2022-2023","038","Budget","Union Excise Duties","Cesses administered by Other Departments","Oil and Oil Seeds ",""
1433,"2022-2023","038","Budget","Union Excise Duties","Cesses administered by Other Departments","Cotton ",""
1434,"2022-2023","038","Budget","Union Excise Duties","Cesses administered by Other Departments","Tobacco ",""
1435,"2022-2023","038","Budget","Union Excise Duties","Cesses administered by Other Departments","Paper ",""
1436,"2022-2023","038","Budget","Union Excise Duties","Cesses administered by Other Departments","Salt ",""
1437,"2022-2023","038","Budget","Union Excise Duties","Auxiliary Duties of Excise","Salt ",""
1438,"2022-2023","038","Budget","Union Excise Duties","Special Excise Duties","Salt ",""
1439,"2022-2023","038","Budget","Union Excise Duties","Excise Duty on generation of Power","Salt ",""
1440,"2022-2023","038","Budget","Union Excise Duties","Additional Excise Duty on Textile and Textile Articles","Salt ",""
1441,"2022-2023","038","Budget","Union Excise Duties","Additional Duty of Excise on Mineral Product","Salt ",""
1442,"2022-2023","038","Budget","Union Excise Duties","Additional Excise Duties in lieu of Sales Tax","Salt ",""
1443,"2022-2023","038","Budget","Union Excise Duties","Additional Excise Duties on TV Sets","Salt ",""
1444,"2022-2023","038","Budget","Union Excise Duties","Other Duties","Salt ",""
1445,"2022-2023","038","Budget","Union Excise Duties","Sale of Confiscated Goods","Salt ",""
1446,"2022-2023","038","Budget","Union Excise Duties","Miscellaneous Receipts","Salt ",""
1447,"2022-2023","044","Budget","Service Tax","Collections","Salt ",2000.0
1448,"2022-2023","044","Budget","Service Tax","Primary Education Cess","Salt ",""
1449,"2022-2023","044","Budget","Service Tax","Secondary & Higher Education Cess","Salt ",""
1450,"2022-2023","044","Budget","Service Tax","Swachh Bharat Cess","Salt ",""
1451,"2022-2023","044","Budget","Service Tax","Krishi Kalyan Cess","Salt ",""
1452,"2022-2023","044","Budget","Service Tax","Other Receipts","Salt ",""
1453,"2022-2023","005","Budget","Goods and Services Tax (GST)","Central Goods and Services Tax (CGST)","Salt ",660000.0
1454,"2022-2023","008","Budget","Goods and Services Tax (GST)","Integrated Goods and Services Tax (IGST)","Salt ",""
1455,"2022-2023","009","Budget","Goods and Services Tax (GST)","GST Compensation Cess","Salt ",120000.0
1456,"2022-2023","040","Budget","Other Taxes and Duties on Commodities and Services","Taxes on Sale, Trade etc.","Salt ",""
1457,"2022-2023","045","Budget","Other Taxes and Duties on Commodities and Services","Other Taxes","Salt ",""
1458,"2022-2023","710","Budget","Taxes of Union Territories","Land Revenue","Salt ",27.05
1459,"2022-2023","710","Budget","Taxes of Union Territories","Stamps and Registration","Salt ",422.9
1460,"2022-2023","710","Budget","Taxes of Union Territories","State Excise Duties","Salt ",1716.5
1461,"2022-2023","710","Budget","Taxes of Union Territories","Sales Tax","Salt ",1487.01
1462,"2022-2023","710","Budget","Taxes of Union Territories","Taxes on Vehicles","Salt ",368.45
1463,"2022-2023","710","Budget","Taxes of Union Territories","Taxes on goods and passengers","Salt ",28.5
1464,"2022-2023","710","Budget","Taxes of Union Territories","Taxes and Duties on Electricity","Salt ",64.0
1465,"2022-2023","710","Budget","Taxes of Union Territories","Other Taxes and Duties","Salt ",0.11
1466,"2022-2023","007","Budget","Taxes of Union Territories","Union Territories  Goods and Services Tax (UTGST)","Salt ",3705.61
1467,"2022-2023","037","Budget","Less-NCCD transferred to the National Disaster Response Fund","NCCD (Customs)","Salt ",-900.0
1468,"2022-2023","038","Budget","Less-NCCD transferred to the National Disaster Response Fund","NCCD (Union Excise)","Salt ",-5500.0
1469,"2022-2023","030","Budget","Taxes on Property Capital and other Transactions","Stamps Duty and Registration Fees","Stamps Duty Judicial - Court Fees released in Stamps ",""
1470,"2022-2023","020","Revised","Corporation Tax","Collections","None",722596.15
1471,"2022-2023","020","Revised","Corporation Tax","Surcharge","None",80288.46
1472,"2022-2023","020","Revised","Corporation Tax","Health and Education Cess","None",32115.39
1473,"2022-2023","020","Revised","Corporation Tax","Penalties","None",""
1474,"2022-2023","020","Revised","Corporation Tax","Interest Recoveries","None",""
1475,"2022-2023","020","Revised","Corporation Tax","Tax on Discounted Profits of Domestic Companies","None",""
1476,"2022-2023","020","Revised","Corporation Tax","Tax on Distributed Income to Unit Holders","None",""
1477,"2022-2023","020","Revised","Corporation Tax","Miscellaneous Receipts","None",""
1478,"2022-2023","021","Revised","Taxes on Income","Collections","None",683653.85
1479,"2022-2023","021","Revised","Taxes on Income","Surcharge","None",75961.53
1480,"2022-2023","021","Revised","Taxes on Income","Health and Education Cess","None",30384.62
1481,"2022-2023","021","Revised","Taxes on Income","Penalties","None",""
1482,"2022-2023","021","Revised","Taxes on Income","Interest Recoveries","None",""
1483,"2022-2023","021","Revised","Taxes on Income","Tax Under Black Money","None",""
1484,"2022-2023","021","Revised","Taxes on Income","Miscellaneous Receipts","None",""
1485,"2022-2023","034","Revised","Taxes on Income","Security Transaction Tax","None",25000.0
1486,"2022-2023","023","Revised","Taxes on Income","Hotel Receipts Tax","None",""
1487,"2022-2023","024","Revised","Taxes on Income","Interest Tax","None",""
1488,"2022-2023","026","Revised","Taxes on Income","Fringe Benefit Tax","None",""
1489,"2022-2023","028","Revised","Taxes on Income","Other Taxes on Income and Expenditure","Expenditure Tax ",""
1490,"2022-2023","028","Revised","Taxes on Income","Other Taxes on Income and Expenditure","Income Declaration Scheme, 2016 ",""
1491,"2022-2023","028","Revised","Taxes on Income","Other Taxes on Income and Expenditure","Other Receipts ",""
1492,"2022-2023","028","Revised","Taxes on Income","Krishi Kalyan Cess","Other Receipts ",""
1493,"2022-2023","028","Revised","Taxes on Income","Taxation and Investment Regime for PM Garib Kalyan Yojana 2016","Other Receipts ",""
1494,"2022-2023","031","Revised","Wealth Tax","Estate Duty","Other Receipts ",""
1495,"2022-2023","032","Revised","Wealth Tax","Taxes on Wealth","Other Receipts ",""
1496,"2022-2023","036","Revised","Commodity Transaction Tax","Collections under Commodity Transaction Tax","Other Receipts ",""
1497,"2022-2023","036","Revised","Commodity Transaction Tax","Gold Monetization Scheme","Other Receipts ",""
1498,"2022-2023","037","Revised","Customs","Import Duties","Basic Duties (including through Debit of Scrips) ",166965.0
1499,"2022-2023","037","Revised","Customs","Import Duties","Basic Duties (including through Debit of Scrips) Other than debits of Scrips",116308.86
1500,"2022-2023","037","Revised","Customs","Import Duties","Basic Duties (including through Debit of Scrips) Through Debit in Ledger due to various scrip based schemes",41540.14
1501,"2022-2023","037","Revised","Customs","Import Duties","Additional Duty on Customs(CVD) ",""
1502,"2022-2023","037","Revised","Customs","Import Duties","National Calamity Contingent Duty ",1000.0
1503,"2022-2023","037","Revised","Customs","Import Duties","Primary Education Cess ",""
1504,"2022-2023","037","Revised","Customs","Import Duties","Secondary and Higher Education Cess ",""
1505,"2022-2023","037","Revised","Customs","Import Duties","Social Welfare Surcharge ",17000.0
1506,"2022-2023","037","Revised","Customs","Import Duties","Health Cess ",20.0
